# Modern Legacy BlockId Metadata
{Name:'minecraft:lever',Properties:{face:'wall',facing:'south',powered:'true'}} {Name:'minecraft:lever',Properties:{facing:'south',powered:'true'}} 69 11
{Name:'minecraft:lever',Properties:{face:'wall',facing:'north',powered:'true'}} {Name:'minecraft:lever',Properties:{facing:'north',powered:'true'}} 69 12
{Name:'minecraft:lever',Properties:{face:'floor',facing:'north',powered:'true'}} {Name:'minecraft:lever',Properties:{facing:'up_z',powered:'true'}} 69 13
{Name:'minecraft:lever',Properties:{face:'floor',facing:'west',powered:'true'}} {Name:'minecraft:lever',Properties:{facing:'up_x',powered:'true'}} 69 14
{Name:'minecraft:lever',Properties:{face:'ceiling',facing:'north',powered:'true'}} {Name:'minecraft:lever',Properties:{facing:'down_z',powered:'true'}} 69 15
{Name:'minecraft:stone_pressure_plate',Properties:{powered:'false'}} {Name:'minecraft:stone_pressure_plate',Properties:{powered:'false'}} 70 0
{Name:'minecraft:stone_pressure_plate',Properties:{powered:'true'}} {Name:'minecraft:stone_pressure_plate',Properties:{powered:'true'}} 70 1
{Name:'minecraft:iron_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'false',powered:'false'}} 71 0
{Name:'minecraft:iron_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'false',powered:'false'}} 71 1
{Name:'minecraft:iron_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'false',powered:'false'}} 71 2
{Name:'minecraft:iron_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'false',powered:'false'}} 71 3
{Name:'minecraft:iron_door',Properties:{facing:'east',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'east',half:'lower',hinge:'left',open:'true',powered:'false'}} 71 4
{Name:'minecraft:iron_door',Properties:{facing:'south',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'south',half:'lower',hinge:'left',open:'true',powered:'false'}} 71 5
{Name:'minecraft:iron_door',Properties:{facing:'west',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'west',half:'lower',hinge:'left',open:'true',powered:'false'}} 71 6
{Name:'minecraft:iron_door',Properties:{facing:'north',half:'lower',hinge:'right',open:'true',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'north',half:'lower',hinge:'left',open:'true',powered:'false'}} 71 7
{Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'false'}} 71 8
{Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} {Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'false'}} 71 9
{Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} {Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'left',open:'false',powered:'true'}} 71 10
{Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} {Name:'minecraft:iron_door',Properties:{facing:'east',half:'upper',hinge:'right',open:'false',powered:'true'}} 71 11
{Name:'minecraft:oak_pressure_plate',Properties:{powered:'false'}} {Name:'minecraft:wooden_pressure_plate',Properties:{powered:'false'}} 72 0
{Name:'minecraft:oak_pressure_plate',Properties:{powered:'true'}} {Name:'minecraft:wooden_pressure_plate',Properties:{powered:'true'}} 72 1
{Name:'minecraft:redstone_ore',Properties:{lit:'false'}} {Name:'minecraft:redstone_ore'} 73 0
{Name:'minecraft:redstone_ore',Properties:{lit:'true'}} {Name:'minecraft:lit_redstone_ore'} 74 0
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'east',lit:'false'}} {Name:'minecraft:unlit_redstone_torch',Properties:{facing:'east'}} 75 1
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'west',lit:'false'}} {Name:'minecraft:unlit_redstone_torch',Properties:{facing:'west'}} 75 2
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'south',lit:'false'}} {Name:'minecraft:unlit_redstone_torch',Properties:{facing:'south'}} 75 3
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'north',lit:'false'}} {Name:'minecraft:unlit_redstone_torch',Properties:{facing:'north'}} 75 4
{Name:'minecraft:redstone_torch',Properties:{lit:'false'}} {Name:'minecraft:unlit_redstone_torch',Properties:{facing:'up'}} 75 5
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'east',lit:'true'}} {Name:'minecraft:redstone_torch',Properties:{facing:'east'}} 76 1
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'west',lit:'true'}} {Name:'minecraft:redstone_torch',Properties:{facing:'west'}} 76 2
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'south',lit:'true'}} {Name:'minecraft:redstone_torch',Properties:{facing:'south'}} 76 3
{Name:'minecraft:redstone_wall_torch',Properties:{facing:'north',lit:'true'}} {Name:'minecraft:redstone_torch',Properties:{facing:'north'}} 76 4
{Name:'minecraft:redstone_torch',Properties:{lit:'true'}} {Name:'minecraft:redstone_torch',Properties:{facing:'up'}} 76 5
{Name:'minecraft:stone_button',Properties:{face:'ceiling',facing:'north',powered:'false'}} {Name:'minecraft:stone_button',Properties:{facing:'down',powered:'false'}} 77 0
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'east',powered:'false'}} {Name:'minecraft:stone_button',Properties:{facing:'east',powered:'false'}} 77 1
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'west',powered:'false'}} {Name:'minecraft:stone_button',Properties:{facing:'west',powered:'false'}} 77 2
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'south',powered:'false'}} {Name:'minecraft:stone_button',Properties:{facing:'south',powered:'false'}} 77 3
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'north',powered:'false'}} {Name:'minecraft:stone_button',Properties:{facing:'north',powered:'false'}} 77 4
{Name:'minecraft:stone_button',Properties:{face:'floor',facing:'north',powered:'false'}} {Name:'minecraft:stone_button',Properties:{facing:'up',powered:'false'}} 77 5
{Name:'minecraft:stone_button',Properties:{face:'ceiling',facing:'north',powered:'true'}} {Name:'minecraft:stone_button',Properties:{facing:'down',powered:'true'}} 77 8
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'east',powered:'true'}} {Name:'minecraft:stone_button',Properties:{facing:'east',powered:'true'}} 77 9
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'west',powered:'true'}} {Name:'minecraft:stone_button',Properties:{facing:'west',powered:'true'}} 77 10
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'south',powered:'true'}} {Name:'minecraft:stone_button',Properties:{facing:'south',powered:'true'}} 77 11
{Name:'minecraft:stone_button',Properties:{face:'wall',facing:'north',powered:'true'}} {Name:'minecraft:stone_button',Properties:{facing:'north',powered:'true'}} 77 12
{Name:'minecraft:stone_button',Properties:{face:'floor',facing:'north',powered:'true'}} {Name:'minecraft:stone_button',Properties:{facing:'up',powered:'true'}} 77 13
{Name:'minecraft:snow',Properties:{layers:'1'}} {Name:'minecraft:snow_layer',Properties:{layers:'1'}} 78 0
{Name:'minecraft:snow',Properties:{layers:'2'}} {Name:'minecraft:snow_layer',Properties:{layers:'2'}} 78 1
{Name:'minecraft:snow',Properties:{layers:'3'}} {Name:'minecraft:snow_layer',Properties:{layers:'3'}} 78 2
{Name:'minecraft:snow',Properties:{layers:'4'}} {Name:'minecraft:snow_layer',Properties:{layers:'4'}} 78 3
{Name:'minecraft:snow',Properties:{layers:'5'}} {Name:'minecraft:snow_layer',Properties:{layers:'5'}} 78 4
{Name:'minecraft:snow',Properties:{layers:'6'}} {Name:'minecraft:snow_layer',Properties:{layers:'6'}} 78 5
{Name:'minecraft:snow',Properties:{layers:'7'}} {Name:'minecraft:snow_layer',Properties:{layers:'7'}} 78 6
{Name:'minecraft:snow',Properties:{layers:'8'}} {Name:'minecraft:snow_layer',Properties:{layers:'8'}} 78 7
{Name:'minecraft:ice'} {Name:'minecraft:ice'} 79 0
{Name:'minecraft:snow_block'} {Name:'minecraft:snow'} 80 0
{Name:'minecraft:cactus',Properties:{age:'0'}} {Name:'minecraft:cactus',Properties:{age:'0'}} 81 0
{Name:'minecraft:cactus',Properties:{age:'1'}} {Name:'minecraft:cactus',Properties:{age:'1'}} 81 1
{Name:'minecraft:cactus',Properties:{age:'2'}} {Name:'minecraft:cactus',Properties:{age:'2'}} 81 2
{Name:'minecraft:cactus',Properties:{age:'3'}} {Name:'minecraft:cactus',Properties:{age:'3'}} 81 3
{Name:'minecraft:cactus',Properties:{age:'4'}} {Name:'minecraft:cactus',Properties:{age:'4'}} 81 4
{Name:'minecraft:cactus',Properties:{age:'5'}} {Name:'minecraft:cactus',Properties:{age:'5'}} 81 5
{Name:'minecraft:cactus',Properties:{age:'6'}} {Name:'minecraft:cactus',Properties:{age:'6'}} 81 6
{Name:'minecraft:cactus',Properties:{age:'7'}} {Name:'minecraft:cactus',Properties:{age:'7'}} 81 7
{Name:'minecraft:cactus',Properties:{age:'8'}} {Name:'minecraft:cactus',Properties:{age:'8'}} 81 8
{Name:'minecraft:cactus',Properties:{age:'9'}} {Name:'minecraft:cactus',Properties:{age:'9'}} 81 9
{Name:'minecraft:cactus',Properties:{age:'10'}} {Name:'minecraft:cactus',Properties:{age:'10'}} 81 10
{Name:'minecraft:cactus',Properties:{age:'11'}} {Name:'minecraft:cactus',Properties:{age:'11'}} 81 11
{Name:'minecraft:cactus',Properties:{age:'12'}} {Name:'minecraft:cactus',Properties:{age:'12'}} 81 12
{Name:'minecraft:cactus',Properties:{age:'13'}} {Name:'minecraft:cactus',Properties:{age:'13'}} 81 13
{Name:'minecraft:cactus',Properties:{age:'14'}} {Name:'minecraft:cactus',Properties:{age:'14'}} 81 14
{Name:'minecraft:cactus',Properties:{age:'15'}} {Name:'minecraft:cactus',Properties:{age:'15'}} 81 15
{Name:'minecraft:clay'} {Name:'minecraft:clay'} 82 0
{Name:'minecraft:sugar_cane',Properties:{age:'0'}} {Name:'minecraft:reeds',Properties:{age:'0'}} 83 0
{Name:'minecraft:sugar_cane',Properties:{age:'1'}} {Name:'minecraft:reeds',Properties:{age:'1'}} 83 1
{Name:'minecraft:sugar_cane',Properties:{age:'2'}} {Name:'minecraft:reeds',Properties:{age:'2'}} 83 2
{Name:'minecraft:sugar_cane',Properties:{age:'3'}} {Name:'minecraft:reeds',Properties:{age:'3'}} 83 3
{Name:'minecraft:sugar_cane',Properties:{age:'4'}} {Name:'minecraft:reeds',Properties:{age:'4'}} 83 4
{Name:'minecraft:sugar_cane',Properties:{age:'5'}} {Name:'minecraft:reeds',Properties:{age:'5'}} 83 5
{Name:'minecraft:sugar_cane',Properties:{age:'6'}} {Name:'minecraft:reeds',Properties:{age:'6'}} 83 6
{Name:'minecraft:sugar_cane',Properties:{age:'7'}} {Name:'minecraft:reeds',Properties:{age:'7'}} 83 7
{Name:'minecraft:sugar_cane',Properties:{age:'8'}} {Name:'minecraft:reeds',Properties:{age:'8'}} 83 8
{Name:'minecraft:sugar_cane',Properties:{age:'9'}} {Name:'minecraft:reeds',Properties:{age:'9'}} 83 9
{Name:'minecraft:sugar_cane',Properties:{age:'10'}} {Name:'minecraft:reeds',Properties:{age:'10'}} 83 10
{Name:'minecraft:sugar_cane',Properties:{age:'11'}} {Name:'minecraft:reeds',Properties:{age:'11'}} 83 11
{Name:'minecraft:sugar_cane',Properties:{age:'12'}} {Name:'minecraft:reeds',Properties:{age:'12'}} 83 12
{Name:'minecraft:sugar_cane',Properties:{age:'13'}} {Name:'minecraft:reeds',Properties:{age:'13'}} 83 13
{Name:'minecraft:sugar_cane',Properties:{age:'14'}} {Name:'minecraft:reeds',Properties:{age:'14'}} 83 14
{Name:'minecraft:sugar_cane',Properties:{age:'15'}} {Name:'minecraft:reeds',Properties:{age:'15'}} 83 15
{Name:'minecraft:jukebox',Properties:{has_record:'false'}} {Name:'minecraft:jukebox',Properties:{has_record:'false'}} 84 0
{Name:'minecraft:jukebox',Properties:{has_record:'true'}} {Name:'minecraft:jukebox',Properties:{has_record:'true'}} 84 1
{Name:'minecraft:oak_fence'} {Name:'minecraft:fence'} 85 0
{Name:'minecraft:carved_pumpkin',Properties:{facing:'south'}} {Name:'minecraft:pumpkin',Properties:{facing:'south'}} 86 0
{Name:'minecraft:carved_pumpkin',Properties:{facing:'west'}} {Name:'minecraft:pumpkin',Properties:{facing:'west'}} 86 1
{Name:'minecraft:carved_pumpkin',Properties:{facing:'north'}} {Name:'minecraft:pumpkin',Properties:{facing:'north'}} 86 2
{Name:'minecraft:carved_pumpkin',Properties:{facing:'east'}} {Name:'minecraft:pumpkin',Properties:{facing:'east'}} 86 3
{Name:'minecraft:netherrack'} {Name:'minecraft:netherrack'} 87 0
{Name:'minecraft:soul_sand'} {Name:'minecraft:soul_sand'} 88 0
{Name:'minecraft:glowstone'} {Name:'minecraft:glowstone'} 89 0
{Name:'minecraft:nether_portal',Properties:{axis:'x'}} {Name:'minecraft:portal',Properties:{axis:'x'}} 90 1
{Name:'minecraft:nether_portal',Properties:{axis:'z'}} {Name:'minecraft:portal',Properties:{axis:'z'}} 90 2
{Name:'minecraft:jack_o_lantern',Properties:{facing:'south'}} {Name:'minecraft:lit_pumpkin',Properties:{facing:'south'}} 91 0
{Name:'minecraft:jack_o_lantern',Properties:{facing:'west'}} {Name:'minecraft:lit_pumpkin',Properties:{facing:'west'}} 91 1
{Name:'minecraft:jack_o_lantern',Properties:{facing:'north'}} {Name:'minecraft:lit_pumpkin',Properties:{facing:'north'}} 91 2
{Name:'minecraft:jack_o_lantern',Properties:{facing:'east'}} {Name:'minecraft:lit_pumpkin',Properties:{facing:'east'}} 91 3
{Name:'minecraft:cake',Properties:{bites:'0'}} {Name:'minecraft:cake',Properties:{bites:'0'}} 92 0
{Name:'minecraft:cake',Properties:{bites:'1'}} {Name:'minecraft:cake',Properties:{bites:'1'}} 92 1
{Name:'minecraft:cake',Properties:{bites:'2'}} {Name:'minecraft:cake',Properties:{bites:'2'}} 92 2
{Name:'minecraft:cake',Properties:{bites:'3'}} {Name:'minecraft:cake',Properties:{bites:'3'}} 92 3
{Name:'minecraft:cake',Properties:{bites:'4'}} {Name:'minecraft:cake',Properties:{bites:'4'}} 92 4
{Name:'minecraft:cake',Properties:{bites:'5'}} {Name:'minecraft:cake',Properties:{bites:'5'}} 92 5
{Name:'minecraft:cake',Properties:{bites:'6'}} {Name:'minecraft:cake',Properties:{bites:'6'}} 92 6
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'south',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'1',facing:'south',locked:'false'}} 93 0
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'west',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'1',facing:'west',locked:'false'}} 93 1
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'north',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'1',facing:'north',locked:'false'}} 93 2
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'east',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'1',facing:'east',locked:'false'}} 93 3
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'south',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'2',facing:'south',locked:'false'}} 93 4
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'west',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'2',facing:'west',locked:'false'}} 93 5
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'north',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'2',facing:'north',locked:'false'}} 93 6
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'east',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'2',facing:'east',locked:'false'}} 93 7
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'south',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'3',facing:'south',locked:'false'}} 93 8
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'west',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'3',facing:'west',locked:'false'}} 93 9
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'north',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'3',facing:'north',locked:'false'}} 93 10
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'east',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'3',facing:'east',locked:'false'}} 93 11
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'south',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'4',facing:'south',locked:'false'}} 93 12
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'west',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'4',facing:'west',locked:'false'}} 93 13
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'north',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'4',facing:'north',locked:'false'}} 93 14
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'east',powered:'false'}} {Name:'minecraft:unpowered_repeater',Properties:{delay:'4',facing:'east',locked:'false'}} 93 15
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'south',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'1',facing:'south',locked:'false'}} 94 0
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'west',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'1',facing:'west',locked:'false'}} 94 1
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'north',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'1',facing:'north',locked:'false'}} 94 2
{Name:'minecraft:repeater',Properties:{delay:'1',facing:'east',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'1',facing:'east',locked:'false'}} 94 3
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'south',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'2',facing:'south',locked:'false'}} 94 4
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'west',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'2',facing:'west',locked:'false'}} 94 5
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'north',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'2',facing:'north',locked:'false'}} 94 6
{Name:'minecraft:repeater',Properties:{delay:'2',facing:'east',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'2',facing:'east',locked:'false'}} 94 7
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'south',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'3',facing:'south',locked:'false'}} 94 8
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'west',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'3',facing:'west',locked:'false'}} 94 9
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'north',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'3',facing:'north',locked:'false'}} 94 10
{Name:'minecraft:repeater',Properties:{delay:'3',facing:'east',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'3',facing:'east',locked:'false'}} 94 11
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'south',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'4',facing:'south',locked:'false'}} 94 12
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'west',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'4',facing:'west',locked:'false'}} 94 13
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'north',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'4',facing:'north',locked:'false'}} 94 14
{Name:'minecraft:repeater',Properties:{delay:'4',facing:'east',powered:'true'}} {Name:'minecraft:powered_repeater',Properties:{delay:'4',facing:'east',locked:'false'}} 94 15
{Name:'minecraft:white_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'white'}} 95 0
{Name:'minecraft:orange_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'orange'}} 95 1
{Name:'minecraft:magenta_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'magenta'}} 95 2
{Name:'minecraft:light_blue_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'light_blue'}} 95 3
{Name:'minecraft:yellow_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'yellow'}} 95 4
{Name:'minecraft:lime_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'lime'}} 95 5
{Name:'minecraft:pink_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'pink'}} 95 6
{Name:'minecraft:gray_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'gray'}} 95 7
{Name:'minecraft:light_gray_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'silver'}} 95 8
{Name:'minecraft:cyan_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'cyan'}} 95 9
{Name:'minecraft:purple_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'purple'}} 95 10
{Name:'minecraft:blue_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'blue'}} 95 11
{Name:'minecraft:brown_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'brown'}} 95 12
{Name:'minecraft:green_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'green'}} 95 13
{Name:'minecraft:red_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'red'}} 95 14
{Name:'minecraft:black_stained_glass'} {Name:'minecraft:stained_glass',Properties:{color:'black'}} 95 15
{Name:'minecraft:oak_trapdoor',Properties:{facing:'north',half:'bottom',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'north',half:'bottom',open:'false'}} 96 0
{Name:'minecraft:oak_trapdoor',Properties:{facing:'south',half:'bottom',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'south',half:'bottom',open:'false'}} 96 1
{Name:'minecraft:oak_trapdoor',Properties:{facing:'west',half:'bottom',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'west',half:'bottom',open:'false'}} 96 2
{Name:'minecraft:oak_trapdoor',Properties:{facing:'east',half:'bottom',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'east',half:'bottom',open:'false'}} 96 3
{Name:'minecraft:oak_trapdoor',Properties:{facing:'north',half:'bottom',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'north',half:'bottom',open:'true'}} 96 4
{Name:'minecraft:oak_trapdoor',Properties:{facing:'south',half:'bottom',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'south',half:'bottom',open:'true'}} 96 5
{Name:'minecraft:oak_trapdoor',Properties:{facing:'west',half:'bottom',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'west',half:'bottom',open:'true'}} 96 6
{Name:'minecraft:oak_trapdoor',Properties:{facing:'east',half:'bottom',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'east',half:'bottom',open:'true'}} 96 7
{Name:'minecraft:oak_trapdoor',Properties:{facing:'north',half:'top',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'north',half:'top',open:'false'}} 96 8
{Name:'minecraft:oak_trapdoor',Properties:{facing:'south',half:'top',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'south',half:'top',open:'false'}} 96 9
{Name:'minecraft:oak_trapdoor',Properties:{facing:'west',half:'top',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'west',half:'top',open:'false'}} 96 10
{Name:'minecraft:oak_trapdoor',Properties:{facing:'east',half:'top',open:'false'}} {Name:'minecraft:trapdoor',Properties:{facing:'east',half:'top',open:'false'}} 96 11
{Name:'minecraft:oak_trapdoor',Properties:{facing:'north',half:'top',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'north',half:'top',open:'true'}} 96 12
{Name:'minecraft:oak_trapdoor',Properties:{facing:'south',half:'top',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'south',half:'top',open:'true'}} 96 13
{Name:'minecraft:oak_trapdoor',Properties:{facing:'west',half:'top',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'west',half:'top',open:'true'}} 96 14
{Name:'minecraft:oak_trapdoor',Properties:{facing:'east',half:'top',open:'true'}} {Name:'minecraft:trapdoor',Properties:{facing:'east',half:'top',open:'true'}} 96 15
{Name:'minecraft:infested_stone'} {Name:'minecraft:monster_egg',Properties:{variant:'stone'}} 97 0
{Name:'minecraft:infested_cobblestone'} {Name:'minecraft:monster_egg',Properties:{variant:'cobblestone'}} 97 1
{Name:'minecraft:infested_stone_bricks'} {Name:'minecraft:monster_egg',Properties:{variant:'stone_brick'}} 97 2
{Name:'minecraft:infested_mossy_stone_bricks'} {Name:'minecraft:monster_egg',Properties:{variant:'mossy_brick'}} 97 3
{Name:'minecraft:infested_cracked_stone_bricks'} {Name:'minecraft:monster_egg',Properties:{variant:'cracked_brick'}} 97 4
{Name:'minecraft:infested_chiseled_stone_bricks'} {Name:'minecraft:monster_egg',Properties:{variant:'chiseled_brick'}} 97 5
{Name:'minecraft:stone_bricks'} {Name:'minecraft:stonebrick',Properties:{variant:'stonebrick'}} 98 0
{Name:'minecraft:mossy_stone_bricks'} {Name:'minecraft:stonebrick',Properties:{variant:'mossy_stonebrick'}} 98 1
{Name:'minecraft:cracked_stone_bricks'} {Name:'minecraft:stonebrick',Properties:{variant:'cracked_stonebrick'}} 98 2
{Name:'minecraft:chiseled_stone_bricks'} {Name:'minecraft:stonebrick',Properties:{variant:'chiseled_stonebrick'}} 98 3
{Name:'minecraft:brown_mushroom_block',Properties:{north:'false',east:'false',south:'false',west:'false',up:'false',down:'false'}} {Name:'minecraft:brown_mushroom_block',Properties:{variant:'all_inside'}} 99 0
{Name:'minecraft:brown_mushroom_block',Properties:{north:'true',east:'false',south:'false',west:'true',up:'true',down:'false'}} {Name:'minecraft:brown_mushroom_block',Properties:{variant:'north_west'}} 99 1
{Name:'minecraft:brown_mushroom_block',Properties:{north:'true',east:'false',south:'false',west:'false',up:'true',down:'false'}} {Name:'minecraft:brown_mushroom_block',Properties:{variant:'north'}} 99 2
{Name:'minecraft:brown_mushroom_block',Properties:{north:'true',east:'true',south:'false',west:'false',up:'true',down:'false'}} {Name:'minecraft:brown_mushroom_block',Properties:{variant:'north_east'}} 99 3
{Name:'minecraft:brown_mushroom_block',Properties:{north:'false',east:'false',south:'false',west:'true',up:'true',down:'false'}} {Name:'minecraft:brown_mushroom_block',Properties:{variant:'west'}} 99 4
{Name:'minecraft:brown_mushroom_block',Properties:{north:'false',east:'false',south:'false',west:'false',up:'true',down:'false'}} {Name:'minecraft:brown_mushroom_block',Properties:{variant:'center'}} 99 5
{Name:'minecraft:brown_mushroom_block',Properties:{north:'false',east:'true',south:'false',west:'false',up:'true',down:'false'}} {Name:'minecraft:brown_mushroom_block',Properties:{variant:'east'}} 99 6
